CAS_Number,SMILES,pLD50,"LD50,mg/kg"
26961-88-6,O=C(O)C1(c2ccc(C3CCCCC3)c(Cl)c2)CCC1,2.76761,498.83
63869-95-4,CCN(CC)CCCC(=O)OC,2.76887,294.805
433-44-3,CCC(F)C(=O)O,2.77043,179.91
4312-97-4,O=C(O)/C=C/Cl,2.77211,179.111
3736-41-2,CCOc1ccc(N(CC(=O)N(C)C)C(C)=O)cc1,2.77378,444.7
134828-49-2,COc1ccccc1Nc1nc(C)c(C(=O)O)cc1C(N)=O,2.77485,505.67
5321-32-4,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,2.77757,649.44
82586-52-5,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,2.77865,829.43
26648-11-3,NNC(=S)S,2.77892,179.652
134828-51-6,Cc1cccc(Nc2nc(C)c(C(=O)O)cc2C(N)=O)c1,2.78136,471.68
1192-58-1,Cn1cccc1C=O,2.78266,179.876
5339-74-2,NC(=S)N/N=C\c1ccc(O)cc1,2.78543,319.67
52130-26-4,O=C1NC(O)C(=O)N1/N=C/c1ccc(-c2ccc(Cl)cc2)o1,2.78708,520.91
24729-96-2,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,2.78945,818.66
187884-87-3,CC1(C)Cc2ccccc2C(NCCC(=O)O)=N1,2.79051,398.72
1076-98-8,O=C(S)c1ccc(C(=O)S)cc1,2.7921,319.54
80305-12-0,COc1cc(CN2CCN(c3ccc(F)cc3)CC2)cc(OC)c1OC,2.79339,579.61
100587-37-9,O=C(/C=C/c1ccsc1)Nc1ccccc1C(=O)O,2.79519,437.57
60-19-5,NCCc1ccc(O)cc1,2.79835,218.092
23279-53-0,CCC(C(=O)O)c1c(I)cc(I)c(NC(C)=O)c1I,2.79966,949.76
7327-87-9,NNc1nnc(NN)c2ccccc12,2.80211,299.821
32418-54-5,CC(C)N(C(C)C)C(C)c1nnco1,2.80373,309.797
671-51-2,CCOC(=O)N1CC1,2.80592,179.893
19971-97-2,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCO)CC2)n(C)c1=O,2.80734,570.66
17332-57-9,O=C(O)c1ccc(Nc2ccccc2C(=O)O)cc1,2.80829,399.73
124-09-4,NCCCCCCN,2.80996,179.881
38585-61-4,ClCc1cnc[nH]1,2.81124,179.171
80734-02-7,Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,2.8123,710.43
10389-51-2,O=[N+]([O-])c1ccc(N2CCOCC2)cc1,2.81337,319.8
7175-49-7,CCN(C1CCCCC1)C1CCCCC1,2.81578,319.75
1985-44-0,CCCN(CCC)c1nc(N)nc(N)n1,2.81766,319.81
27807-51-8,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1,2.81909,571.78
17969-41-4,Cc1nc(-c2ccc(Cl)cc2)sc1CC(=O)O,2.82025,403.9
273-53-0,c1ccc2ocnc2c1,2.82314,178.871
1578-56-9,CCCC(F)C(=O)O,2.82435,179.904
3734-60-9,C=CC1=CC(O)OC1=O,2.8266,187.882
272-14-0,c1cc2sccc2cn1,2.8278,200.716
73747-64-5,CCOC(=O)C(=NN(C)C)C(=O)OCC,2.82978,319.81
522-40-7,CC/C(=C(\CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,2.83242,629.65
342-69-8,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,2.83421,436.63
73972-44-8,O=S(=O)(O)CCC(O)S(=O)(=O)O,2.83771,319.63
71308-94-6,Cc1c/c(=N\N)nc(C)[nH]1,2.8394,199.879
5373-87-5,COc1ccc(C(=N)NO)cc1,2.84037,239.847
3201-30-7,CC(NCc1ccc2c(c1)OCO2)C(=O)O,2.8436,319.79
62639-90-1,CC1NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(/C=N/C(N)=O)NC(=O)C(CN)NC1=O,2.84472,749.59
98795-79-0,COc1cc(C(=O)N2CCN(C)CC2)cc(OC)c1O,2.8456,399.74
17433-31-7,CC(=O)NNC(=O)c1ccccn1,2.84675,254.844
16413-75-5,CC(=O)N(C)C(C)C(O)c1ccccc1,2.8482,293.791
10326-84-8,Cc1ccc(C(=O)O)c2nc3ccccc3n12,2.84941,319.77
73953-99-8,N=C(CCN1C2CCC1CC(O)C2)NO,2.85183,299.813
1784-16-3,Nc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1,2.85335,399.64
18438-38-5,CSc1ccccn1,2.85455,174.768
1115-70-4,CN(C)C(=N)N=C(N)N,2.85588,179.909
6636-78-8,Oc1cccnc1Cl,2.85715,179.239
32621-59-3,O=C(NOC(=O)c1ccoc1)c1ccccc1,2.85885,319.79
14979-39-6,CCCC(C)C(O)CC,2.85944,179.868
322-46-3,c1cnc2nccnc2c1,2.86246,179.877
15885-62-8,O=C(NN=C1CCCCCC1)c1ccncc1,2.86449,315.779
6744-59-8,CCCC1(CC)CC(O)C(C)O1,2.86514,234.834
28929-86-4,CCCCC(C)(C)O,2.86656,157.886
4361-60-8,CC1(c2ccccc2)OCC(CO)O1,2.86836,262.816
19335-11-6,Nc1ccc2n[nH]cc2c1,2.86908,179.878
20187-55-7,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,2.87093,379.73
1758-68-5,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O,2.87188,319.77
146452-36-0,O=P1(NCCBr)OCCCN1CCCl,2.87228,407.9
41663-73-4,Nc1ncc(Cl)s1,2.87374,179.17
81-64-1,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,2.87545,319.77
3735-92-0,CSC(=S)N(C)C,2.87589,179.682
7248-21-7,CC(C)N1CC(O)c2cc(/N=N/C(N)=O)c(O)cc21,2.878,349.78
5540-66-9,CCCCCCCCN1C(=O)CCNC1=S,2.87936,319.68
20074-79-7,CCOP(=O)(Cc1ccc(N)cc1)OCC,2.88089,319.82
2859-67-8,OCCCc1cccnc1,2.88203,179.872
7195-27-9,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.8841,498.89
135-20-6,O=NN(O)c1ccccc1,2.885,179.892
11054-16-3,C=C1C(=O)C(OC(C)=O)/C=C(/C)C(O)C(O)C2C1CC2(C)C,2.88702,399.73
2161-40-2,COc1cccccc1=O,2.8885,175.874
13993-65-2,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,2.88945,349.65
15436-35-8,O=C(N=S1CCCC1)C(Cl)(Cl)Cl,2.89029,317.91
614-99-3,CCOC(=O)c1ccco1,2.89128,179.884
73926-96-2,CCOC(=O)CC(NCCS)C(=O)OCC,2.89163,319.71
3685-84-5,CN(C)CCOC(=O)COc1ccc(Cl)cc1,2.89263,329.19
141-96-8,CCC(C)OC(=S)S,2.89356,191.68
38957-41-4,CCOc1c(N2CCOCC2)cnn(C)c1=O,2.8946,304.811
2798-06-3,O=C(CCCCCCCCC(=O)N1CC1)N1CC1,2.89687,319.78
36958-89-1,Cc1ncsc1CCN1CCOCC1,2.89885,267.723
73806-30-1,CC1(C)C(=NNC(N)=O)C(C)(C)C1=NNC(N)=O,2.90019,319.82
1656-94-6,c1cncc(CNCc2cccnc2)c1,2.90147,249.817
866-23-9,CCOP(=O)(OCC)C(Cl)(Cl)Cl,2.90218,318.09
70289-22-4,Cc1c(Cl)cccc1NCN1C(=O)CCC1=O,2.90292,315.207
4100-18-9,NNC(=O)c1csnn1,2.90357,179.815
56767-76-1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.90503,303.756
34955-47-0,CCNC(C)(C)CC,2.90619,142.896
75366-63-1,c1ccc(CCc2nccc3ccccc23)nc1,2.90738,289.769
29779-52-0,O=C(O)C1CCN(C(=O)c2c(I)c(I)c(C(=O)N3CCOCC3)c(I)c2I)CC1,2.90821,1049.72
22708-49-2,CCC(Cc1cccc(NC(=O)c2c(I)cc(I)c(N)c2I)c1)C(=O)O,2.90947,849.73
622-50-4,CC(=O)Nc1ccc(I)cc1,2.91159,319.88
27366-35-4,CC1Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,2.91207,352.63
17788-86-2,C/C=C/C(=O)Nc1cccc(OC(=O)NC(C)C)c1,2.91366,319.78
5162-82-3,Cc1ccc(C(=O)O)cc1Cl,2.9139,207.291
187884-91-9,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)C(=O)O)=N1,2.91512,391.71
63917-72-6,CCNc1ccc2c(cc1=O)C(N)CCc1cc(OC)c(OC)c(OC)c1-2,2.91552,449.68
24280-48-6,CCOC(=O)N1CCN(CCCN(C)C)CC1,2.91641,294.81
73791-25-0,O=C(O)c1ccccc1/N=C/c1c[nH]c2ccccc12,2.91692,319.77
69387-80-0,CCOP(=O)(OCCn1cnc2c1c(=O)n(C)c(=O)n2C)OCCn1cnc2c1c(=O)n(C)c(=O)n2C,2.91824,649.65
16958-11-5,O=S1(=O)C/C(=C\N2CCOCC2)c2ccccc21,2.91864,319.69
5591-33-3,CNC(=O)c1c(I)c(NC(=O)CCCCCCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,2.91971,1575.57
14383-60-9,CC(=O)NC(C)Cc1ccccc1,2.9202,212.842
86071-03-6,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(C(=O)c3ccco3)CC2)n(C)c1=O,2.92058,499.69
3263-99-8,NC(=O)C(N)c1ccccc1,2.92134,179.878
33812-14-5,CN(C)C(=S)N(C(=S)N(C)C)c1ccccc1,2.92205,319.6
73987-32-3,CSc1nc2ccccc2c(=O)n1-c1ccccc1,2.92354,319.67
3958-86-9,CN(C)C1=CC(=O)C=CC1=O,2.92418,179.879
767-64-6,Nc1cccc2nsnc12,2.92426,179.793
6854-84-8,NNC(=O)CSSCC(=O)NN,2.92487,249.691
119-32-4,Cc1ccc(N)cc1[N+](=O)[O-],2.92701,179.888
698-26-0,Clc1ccc2n[nH]cc2c1,2.92824,179.328
36256-92-5,CC(=O)OCC(C(=O)NCc1ccccn1)c1ccccc1,2.92941,350.75
13080-22-3,CCN(C(C)=O)c1c(I)cc(I)c(OCC(=O)O)c1I,2.9315,719.82
78-70-6,C=CC(C)(O)CCC=C(C)C,2.93296,179.863
15885-69-5,CC12CCC(C/C1=N/NC(=O)c1ccncc1)C2(C)C,2.93387,315.772
96086-68-9,O=C1CN2Cc3cc(N4CCCCC4)ccc3N=C2N1,2.93497,313.782
47798-98-1,CN(CCOC(=O)c1cccnc1)CC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)OC(=O)c1cccnc1,2.93553,604.62
1910-60-7,CCN(CC)CCNC(=O)c1ccccc1[N+](=O)[O-],2.93662,306.803
73806-70-9,CCN(CC)C(=S)SCCCCCCC(=O)O,2.93804,319.61
55-38-9,COP(=S)(OC)Oc1ccc(SC)c(C)c1,2.93942,319.64
3570-58-9,CS(=O)(=O)OCCCl,2.94025,181.282
2688-84-8,Nc1ccccc1Oc1ccccc1,2.94137,211.837
73771-07-0,O=C1C2CCCCC2C(=O)N1CCCN1CCOCC1,2.94258,319.78
55294-15-0,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,2.94342,308.739
140-80-7,CCN(CC)CCCC(C)N,2.94418,179.874
73840-30-9,CCCCCCCSc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1,2.94567,319.71
98795-78-9,COc1cc(C(=O)N2CCCCC2)cc(OC)c1O,2.94663,299.799
24269-44-1,CCN(CC)CCN1CCN(C(=O)OC)CC1,2.9469,274.823
5234-37-7,COc1ccc2[nH]cc(CCNC(=O)C(N)CCC(=O)O)c2c1,2.94798,359.77
3099-52-3,CCN(CC)CCOC(=O)c1cccnc1,2.94898,249.83
3147-51-1,O=C(O)c1c(O)c(Br)cc(Br)c1O,2.94997,347.68
56-53-1,CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,2.95159,299.766
526-55-6,OCCc1c[nH]c2ccccc12,2.9521,179.866
73839-77-7,CCOc1occ2cnc(C)c(O)c12,2.95357,214.857
73941-43-2,CC(=O)/N=C1/NC(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)N1C,2.95464,319.8
73908-86-8,CC1=NS(=O)(=O)NC(C)C1,2.95482,179.814
24065-33-6,O=C(O)c1ccc(Cl)s1,2.95584,179.288
46921-17-9,CCCCCCCCCCCC1=NC(C)(C)CO1,2.9567,279.791
90-26-6,CCC(C(N)=O)c1ccccc1,2.9575,179.867
102584-89-4,CCCC(OCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)O,2.9588,739.79
17989-89-8,N#Cc1c(N)sc(N)c1C#N,2.96008,179.806
2720-77-6,S=C(S)OC1CCCCC1,2.96071,192.701
21556-86-5,CCC(=O)Nc1cccc(O)c1,2.96272,179.877
7647-65-6,C/C(O)=C1\C(=O)C(N(C)C)C2C(O)C3C(=C(O)C2(O)C1=O)C(=O)c1c(O)cccc1C3(C)O,2.96327,499.68
2338-12-7,O=[N+]([O-])c1ccc2n[nH]nc2c1,2.96475,177.902
7252-82-6,COc1cccc(CCCO)c1,2.96541,179.869
804-30-8,C/C(=C(\CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,2.96702,429.56
73713-92-5,Oc1cccc2oc(=S)[nH]c12,2.96794,179.801
13509-38-1,CSC(=O)Nc1ccccc1,2.96805,179.793
6631-87-4,O=[N+]([O-])c1ccc(NCSc2ccc(Cl)cc2)cc1,2.96979,315.207
457-45-4,O=C(O)C(F)Cc1ccccc1,2.97047,179.884
16543-10-5,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,2.9713,292.815
20865-52-5,Cc1c(N)nc(=O)[nH]c1C(=O)O,2.97297,179.903
20866-13-1,CC1N(c2ccccc2)C(=O)c2ccccc2N1C(=O)CN1CCOCC1,2.9751,386.73
143579-16-2,O=C(CN1CCOCC1)Nc1ccccc1F,2.97565,251.841
74039-12-6,CC1(C)CC2CC1CC2(C)S,2.976,179.78
23824-12-6,COC(=O)C1c2ccc(O)cc2C(O)CN1C,2.97727,249.837
27099-22-5,Cc1ccc2nc(CC#N)[nH]c2c1,2.97824,179.87
13592-26-2,CN(C)C1C(C)(C)C(O)C1(C)C,2.97844,179.872
22976-90-5,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,2.9799,499.74
73232-47-0,C#CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.98089,339.76
98079-48-2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)cc21,2.98134,347.78
73747-53-2,CCC(=O)n1ccc2ccccc21,2.98331,179.864
2911-36-6,CNc1nc(Cl)nc(NC)n1,2.98429,179.419
125674-63-7,CCCC1=NOC(P(=O)(O)O)C1,2.98484,199.908
364-30-7,Nc1c(F)cc(F)cc1[N+](=O)[O-],2.98554,179.915
177-16-2,C1CCC2(CC1)SCCS2,2.98611,179.711
61986-30-9,O=C(O)C1Cn2c(nc3ccccc32)O1,2.9878,209.865
73688-69-4,CCn1c(C)nc2cc(N)ccc21,2.98835,179.873
34375-78-5,Cc1nn(C)c2c1NCc1ccccc1O2,2.99053,219.847
3319-28-6,CC(O)c1nc2ccccc2n1C,2.99078,179.873
2308-61-4,O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1,2.99175,299.779
29839-72-3,CCCC1OC(C)(CC)CC1O,2.99317,174.876
638-16-4,S=c1[nH]c(=S)[nH]c(=S)[nH]1,2.99339,179.665
17863-72-8,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)N(C)N5CCOCC5)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.99442,864.43
26002-80-2,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,2.99563,353.73
3446-05-7,Cc1cc(O)cc(O)c1Cl,2.99614,159.424
110358-89-9,CCN(CC)CCNC(=O)c1ccco1,2.99646,211.859
93-17-4,COc1ccc(CC#N)cc1OC,2.99805,177.875
105219-62-3,CNC(=O)CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,2.9999,399.18
6600-31-3,C1=CCC(C2OCC3(CO2)COC(C2CC=CCC2)OC3)CC1,3.00058,319.77
93722-20-4,CCN1CCN(CC2CN(/N=C/c3ccc([N+](=O)[O-])o3)C(=O)O2)CC1,3.00169,349.79
7305-06-8,Cc1ccccc1OC(=O)N(C)C,3.00296,177.876
68192-19-8,O=C(O)CCc1nc(-c2ccc(O)cc2)c(-c2ccccc2)o1,3.00327,306.781
67057-91-4,CNCCS(=O)(=O)c1ccc(OC)cc1,3.00438,226.779
16268-54-5,CNc1nc(NC)nc(N(C)C)n1,3.00535,179.898
3115-28-4,CCCCC(CCCC)C(=O)O,3.00576,169.88
73051-92-0,CNC1C(O)CC(N)C(OC2OC(CN)CCC2N)C1O,3.00631,299.823
73953-79-4,CCc1nnc(CC)n1NC(N)=O,3.00769,179.899
701-73-5,CSC(=S)Nc1ccccc1,3.00789,179.722
536-74-3,C#Cc1ccccc1,3.00918,99.913
705-87-3,CC(=O)CC(=O)Nc1nccs1,3.01006,179.815
42818-60-0,CC(O)c1cc(N)cc(C(F)(F)F)c1,3.0111,199.895
83427-62-7,CC(c1ccccc1Cl)N1CCC2SC(=O)C=C2C1,3.01171,285.265
67527-71-3,N=C(N)NCC(O)CC(O)(C(=O)O)C1OC(n2cc(CO)c(N)nc2=O)C=CC1NC(=O)C(N)CO,3.01241,499.73
56-10-0,N=C(N)SCCN,3.01396,115.286
48126-31-4,N=C(N)Sc1c[nH]c(=O)[nH]c1=O,3.0147,179.831
24340-17-8,CCCC(Oc1c(I)cc(I)c(N(C)C(C)=O)c1I)C(=O)O,3.01582,619.83
51920-68-4,CN(CC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)OC(=O)c1cccnc1)C(=O)c1cccnc1,3.0162,459.71
39731-93-6,CCN(CC)CCOC(=O)c1cc2n(c1C(=O)O)CCc1cc(OC)c(OC)cc1-2,3.01753,399.73
10298-80-3,COc1ccc(Cl)c([N+](=O)[O-])c1,3.01792,179.445
21762-12-9,CC(C(=O)O)c1c(I)cc(I)c(N)c1I,3.0187,519.89
73816-48-5,N=C(CCO)c1c[nH]c2ccccc12,3.01942,179.871
1077-28-7,O=C(O)CCCCC1CCSS1,3.0201,196.725
1569-08-0,CC1(C)COC(Cc2ccccc2)=N1,3.02178,179.864
53746-85-3,COc1ccc(/C=C(\C2=NC(C)(C)CO2)c2ccc(OC)cc2)cc1,3.02302,319.76
34291-02-6,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O,3.02406,525.35
73873-85-5,COc1cccc(/C(C)=C2\SC(=S)NC2=O)c1,3.02589,249.684
73758-52-8,CCOC(=O)CC(C)(N)NC(N)=O,3.02654,177.902
320-67-2,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,3.02792,228.882
3647-16-3,COc1ccccc1NC(=O)N1CC1,3.02852,179.88
101952-62-9,CCCCCCSCCOC(=O)c1cccnc1,3.02921,249.753
77879-89-1,COc1cc2c(oc(=O)c3cc(C)cc(OC)c32)c2c(C3OC(C)C(O)C(O)C3O)ccc(O)c12,3.03027,449.69
55791-89-4,CCCCC(=O)Nc1cccc(O)c1,3.03084,179.874
3393-78-0,Brc1ccc(Sc2ccc(Br)cc2)cc1,3.0315,317.95
5447-66-5,CC(C(C#N)C(N)=O)C(C#N)C(N)=O,3.03296,179.895
27976-81-4,CN(C)c1ccc(/C=N/CCO)cc1,3.03347,177.874
51920-70-8,CCN(CCOC(=O)c1cccnc1)CC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)OC(=O)c1cccnc1,3.0342,494.68
21840-23-3,Nc1nc(N)nc(N2CCNCC2)n1,3.03527,179.902
49827-48-7,CCCCCC(C)(C#N)CCCCC,3.03554,179.861
64436-33-5,Clc1c(Cl)c(Cl)c(OC2CCCCC2)c(Cl)c1Cl,3.03703,317.65
3647-21-0,O=C(/N=C/CNC(=O)N1CC1)N1CC1,3.03745,179.895
39629-97-5,CN(C)CCCNC(=O)C1CC(=O)N(c2ccccc2)C1,3.03822,264.817
24632-47-1,CN1CCN(CC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1,3.03916,269.679
5628-90-0,O=C(Nc1ccccc1)SCCO,3.03976,179.81
26392-94-9,CCOC(=O)CN1CCN(C(=O)/C=C/c2ccc(OC)c(OC)c2)CC1,3.0407,329.78
828-73-9,NNc1c(F)c(F)c(F)c(F)c1F,3.0416,179.934
55749-30-9,Cc1cc(C)nc(SCC(=O)O)n1,3.04193,179.818
65425-62-9,COc1cccc(=O)c(O)c1,3.04239,137.908
113825-82-4,Cc1nnc2n1-c1sc(CC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,3.04331,399.24
4972-36-5,CCOP(=O)(OCC)N1CCCCC1,3.04383,199.893
6379-69-7,C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,3.04453,299.789
22708-50-5,CCC(Cc1cccc(NC(=O)c2c(I)cc(I)c(/N=C/N(C)C)c2I)c1)C(=O)O,3.04616,669.77
18910-76-4,Nc1c(I)cc(I)c(C(CC(=O)O)CC(=O)O)c1I,3.04642,539.87
69051-28-1,CCc1c(C)cc(C)c(CC)c1O,3.04697,159.875
125674-36-4,CP(C)(=O)C1CC(c2ccccc2)=NO1,3.04769,199.878
73987-38-9,CCOC(=O)c1ccc2ncccc2c1,3.04841,179.869
92-84-2,c1ccc2c(c1)Nc1ccccc1S2,3.04904,177.792
67057-95-8,COc1ccc(S(=O)(=O)CCN(C)C)cc1,3.04973,216.79
29779-51-9,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,3.0511,719.83
2525-83-9,O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(=O)c1ccccc1,3.05146,319.83
125674-66-0,O=P(O)(O)c1cc(-c2ccccn2)no1,3.05332,199.9
35253-08-8,CC(C)Cc1cnc(NS(=O)(=O)c2ccc(CC(=O)NC(C)c3ccccc3)cc2)nc1,3.05363,399.65
74037-30-2,Cc1[nH][nH]c(=O)c1NNc1ccccc1,3.05485,179.884
73941-41-0,CCN1CCN(CC)C1c1ccccc1,3.05503,179.864
105219-56-5,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,3.05688,399.25
13117-20-9,O=C(NNC1CCCC1)c1ccncc1,3.05703,179.878
125674-58-0,O=P(O)(O)C1CC(c2ccccn2)=NO1,3.05718,199.9
72336-03-9,CN(C)CC(=O)NCc1ccccc1,3.05858,167.881
74039-24-0,Nc1nc(=O)[nH]c(N)c1S(=O)(=O)O,3.05898,179.85
6228-44-0,CCCCCCO/N=N/c1ccccc1,3.0592,179.872
2238-80-4,C=CCC(O)(CCN1CCOCC1)c1cccs1,3.0598,232.769
463-71-8,S=C(Cl)Cl,3.06064,99.066
73623-09-3,Cc1ccccc1N(C)C(=O)OC(C)C,3.06127,179.872
73855-41-1,COc1cc(OC)c2nccnc2c1N,3.06179,177.886
22608-53-3,COP(=O)(SC)SC,3.06288,148.798
16268-56-7,CNc1nc(NC)nc(N2CCCC2)n1,3.06335,179.892
73637-08-8,COCC/N=C/c1ccc(N(C)C)cc1,3.06406,177.873
73622-98-7,CC(OC(=O)Nc1ccccc1)C(=O)O,3.06529,179.886
6452-83-1,Oc1cccc(CN2CCOCC2)c1O,3.06538,179.88
22136-33-0,CCCCNC(=S)Nc1ccccn1,3.06553,179.811
36385-58-7,Cc1ccccc1NC(=O)N1CCNCC1,3.06686,187.871
73941-34-1,CC1CCN(c2[nH]cnc2[N+](=O)[O-])CC1,3.06744,179.893
1210-34-0,OC1c2ccccc2CCc2ccccc21,3.06752,179.853
30192-81-5,S=c1[nH]ccn1-c1cccc(Cl)c1,3.06837,179.413
25784-85-4,CC(=O)CSc1ccc([N+](=O)[O-])cc1,3.06951,179.82
2050-48-8,O=S(=O)(c1ccc(Br)cc1)c1ccc(Br)cc1,3.07012,318.12
78892-27-0,Cc1ccccc1C(O)c1cnc[nH]1,3.07057,159.885
2971-27-9,CCCCOC(=O)Oc1ccc(=O)[nH]n1,3.07148,179.894
538-41-0,Nc1ccc(/N=N/c2ccc(N)cc2)cc1,3.07159,179.873
74038-47-4,CCOP(=O)(OCC)C(O)C(C)C,3.07223,177.909
136-40-3,Nc1ccc(/N=N/c2ccccc2)c(N)n1,3.0736,179.88
53073-88-4,OCC(O)CN1CCN(CC2COc3ccccc3O2)CC1,3.07411,259.828
63917-73-7,CNc1ccc2c(cc1=O)C(N)CCc1cc(OC)c(OC)c(OC)c1-2,3.07484,299.791
5694-73-5,CC1(Cc2ccccc2)OCC(CO)O1,3.07556,174.876
73987-13-0,OCC1COC(c2ccc(Cl)cc2)O1,3.07645,179.49
73747-58-7,CC(C)OCCCNC(=O)/C=C/C(=O)O,3.07767,179.889
12224-02-1,O=S(=O)(O)c1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)c1,3.07803,899.21
90917-53-6,CCC(Oc1cc(I)cc(I)c1)C(=O)O,3.07918,359.9
73986-82-0,CCCP(=O)(CCC)C1CCCCC1,3.07979,179.883
105219-59-8,O=C(CCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl)N1CCOCC1,3.081,399.27
73926-98-4,C=C1CC(=O)N(c2ccc(OC)cc2)C1=O,3.08163,179.876
114607-51-1,CCC(C)C(N)C(O)CC(=O)O,3.08224,144.911
43200-80-2,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,3.08324,320.41
67057-88-9,O=S(=O)(CCc1ccccn1)c1ccccc1,3.08363,203.792
34275-02-0,CC(C)NCC(O)COc1ccc(C(N)=O)cc1,3.08388,207.863
773-64-8,Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1,3.08459,179.434
487-61-6,Nc1ccc(/C=C2\C=Cc3ccccc32)cc1,3.08574,179.85
81786-32-5,O=[N+]([O-])OC1COC2C1OCC2N1CCCC1,3.0868,199.885
73771-45-6,CC1OC(=O)N(CCc2ccncc2)C1=O,3.0876,179.883
128-37-0,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3.08785,179.859
132719-65-4,COc1cscc1OCC(O)CNC(C)C,3.08875,199.808
22404-53-1,C(=N/c1ccccn1)\c1c[nH]c2ccccc12,3.08964,179.864
16118-19-7,O=C1CN(/N=C/c2ccc(-c3cccc(C(F)(F)F)c3)o2)C(=O)N1,3.09021,273.846
69975-86-6,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,3.09085,215.874
4730-77-2,O=P(O)(O)Cc1cccc2ccccc12,3.09143,179.89
5423-64-3,S=C(Cc1cccnc1)N1CCOCC1,3.09169,179.814
111106-29-7,CCCCCN(CCCOC)C(=O)C(CC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,3.09195,361.01
74051-51-7,C=CCNC(=S)Nc1ccccc1C=O,3.09259,177.814
18312-38-4,CCCCCNC(=O)Sc1ccccc1,3.0937,179.808
